,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition
1348,70,RM,60.0,6155,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,2,2,2,1,0.0,1,0.0,611.0,611.0,GasA,4,Y,SBrkr,751,611,0,1362,0.0,0.0,2,0,3,1,2,6,7,0,0,Detchd,1920.0,3,2.0,502.0,3,2,2,0,0,84,0,0,0,0,0,None,0,6,2008,WD ,Normal
1015,20,RL,64.0,47280,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1488.0,1488.0,GasA,3,Y,SBrkr,1488,0,0,1488,0.0,0.0,2,1,3,1,2,6,7,1,3,Attchd,1950.0,2,2.0,738.0,3,3,2,0,0,180,0,0,0,0,0,None,0,7,2008,WD ,Family
2744,20,RL,77.0,8335,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1124,0,0,1124,0.0,0.0,1,0,3,1,2,5,5,1,4,None,0.0,0,0.0,0.0,0,0,0,0,36,190,0,0,0,0,0,None,0,4,2006,WD ,Normal
1781,20,RL,116.0,13501,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,3,2,PConc,4,3,1,6,63.0,1,0.0,1560.0,1623.0,GasA,4,Y,SBrkr,1636,0,0,1636,1.0,0.0,2,0,3,1,3,8,7,1,4,Attchd,2006.0,2,3.0,865.0,3,3,2,0,60,0,0,0,0,0,0,None,0,6,2007,WD ,Normal
1785,20,RL,83.0,9849,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1689.0,1689.0,GasA,4,Y,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,3,7,7,0,0,Attchd,2007.0,2,3.0,954.0,3,3,2,0,56,0,0,0,0,0,0,None,0,6,2007,New,Partial
2070,20,RL,72.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,FuseA,998,0,0,998,0.0,0.0,1,0,3,1,2,5,5,0,0,2Types,1952.0,1,2.0,460.0,2,3,2,0,0,140,0,0,0,0,0,None,0,5,2007,WD ,Normal
356,60,RL,59.0,7837,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,799.0,799.0,GasA,3,Y,SBrkr,799,772,0,1571,0.0,0.0,2,1,3,1,2,7,7,1,3,Attchd,1993.0,2,2.0,380.0,3,3,2,0,40,0,0,0,0,0,0,None,0,5,2009,WD ,Normal
2787,20,RL,60.0,7200,Pave,None,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,4,437.0,1,0.0,427.0,864.0,GasA,4,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1977.0,1,1.0,297.0,3,3,2,0,0,0,0,0,0,0,3,None,0,3,2006,WD ,Normal
1312,190,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1920,1960,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,BrkTil,3,3,1,3,234.0,1,0.0,739.0,973.0,GasA,2,Y,FuseP,1377,973,0,2350,0.0,0.0,2,0,4,2,2,10,7,0,0,2Types,1930.0,1,2.0,393.0,3,3,2,0,0,219,0,0,0,0,0,None,0,4,2008,WD ,Normal
1635,20,RL,86.0,14157,Pave,None,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,3,2,PConc,5,3,4,6,1249.0,1,0.0,673.0,1922.0,GasA,4,Y,SBrkr,1922,0,0,1922,1.0,0.0,2,0,3,1,3,8,7,1,4,Attchd,2005.0,3,3.0,676.0,3,3,2,178,51,0,0,0,0,0,0,None,0,7,2007,WD ,Normal
550,60,RL,67.0,10274,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,141.0,2,3,CBlock,4,3,1,3,331.0,1,0.0,345.0,676.0,GasA,2,Y,SBrkr,698,702,0,1400,0.0,0.0,2,1,3,1,2,6,7,0,0,Attchd,1986.0,2,2.0,465.0,3,3,2,0,48,0,0,0,0,0,0,None,0,7,2009,WD ,Normal
2388,60,RL,120.0,13975,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1090.0,1090.0,GasA,4,Y,SBrkr,1117,1089,0,2206,0.0,0.0,2,1,4,1,4,10,7,1,4,BuiltIn,2005.0,3,3.0,670.0,3,3,2,148,95,0,0,0,0,0,0,None,0,8,2006,New,Partial
2479,60,RL,70.0,9370,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,PConc,4,3,1,5,758.0,1,0.0,78.0,836.0,GasA,4,Y,SBrkr,844,887,0,1731,1.0,0.0,2,1,3,1,3,7,7,0,0,Attchd,1992.0,2,2.0,462.0,3,3,2,307,85,0,0,224,0,0,0,Othr,3000,10,2006,WD ,Family
2265,50,RL,44.0,13758,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,3,3,CBlock,4,3,2,2,902.0,1,0.0,254.0,1156.0,GasA,4,Y,SBrkr,1187,530,0,1717,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1990.0,2,2.0,400.0,3,3,2,168,36,0,0,0,0,0,0,None,0,4,2007,WD ,Normal
1227,20,RL,63.0,7584,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,2,2,CBlock,3,3,1,2,531.0,1,0.0,505.0,1036.0,GasA,4,Y,SBrkr,1036,0,0,1036,0.0,0.0,1,0,3,1,2,5,7,0,0,Attchd,1953.0,2,1.0,312.0,3,3,2,120,24,0,0,0,0,0,3,None,0,6,2008,WD ,Normal
2617,60,RL,73.0,18275,Pave,None,IR1,HLS,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,8,1962,1998,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,4,5,636.0,1,0.0,802.0,1438.0,GasA,2,Y,SBrkr,1900,548,0,2448,1.0,0.0,3,0,3,1,2,9,7,2,4,Attchd,1962.0,2,2.0,441.0,3,3,2,520,102,0,0,0,0,0,0,None,0,9,2006,WD ,Normal
957,20,RL,89.0,12898,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70.0,3,2,PConc,5,3,4,6,1022.0,1,0.0,598.0,1620.0,GasA,4,Y,SBrkr,1620,0,0,1620,1.0,0.0,2,0,2,1,4,6,7,1,5,Attchd,2008.0,3,3.0,912.0,3,3,2,228,0,0,0,0,0,0,0,None,0,9,2009,WD ,Normal
1773,60,RL,88.0,11762,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,3,2,PConc,5,3,1,6,335.0,1,0.0,770.0,1105.0,GasA,4,Y,SBrkr,1105,1097,0,2202,1.0,0.0,2,1,4,1,3,9,7,1,3,Attchd,1992.0,2,2.0,517.0,3,3,2,0,65,0,0,144,0,0,0,None,0,9,2007,WD ,Normal
2141,20,RL,120.0,10356,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,3,4,716.0,1,0.0,253.0,969.0,GasA,2,Y,SBrkr,969,0,0,969,0.0,0.0,1,1,3,1,2,5,7,0,0,Attchd,1975.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,3,None,0,1,2007,WD ,Normal
1008,120,RL,40.0,4671,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,PConc,4,3,2,6,767.0,1,0.0,461.0,1228.0,GasA,3,Y,SBrkr,1228,0,0,1228,1.0,0.0,2,0,2,1,3,5,7,1,4,Attchd,1988.0,3,2.0,472.0,3,3,2,168,120,0,0,0,0,0,0,None,0,10,2008,WD ,Normal
1092,60,RL,93.0,10261,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,318.0,2,2,PConc,4,3,1,1,0.0,1,0.0,936.0,936.0,GasA,4,Y,SBrkr,962,830,0,1792,1.0,0.0,2,1,3,1,2,8,7,1,3,Attchd,2000.0,3,2.0,451.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2008,WD ,Normal
2611,20,RL,66.0,7800,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,3,312.0,2,600.0,0.0,912.0,GasA,2,Y,SBrkr,912,0,0,912,0.0,0.0,1,0,2,1,2,5,7,0,0,Attchd,1964.0,1,1.0,288.0,3,3,2,0,0,0,0,0,0,0,0,None,0,11,2006,WD ,Abnorml
996,60,RL,64.0,15038,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,4,3,1,3,138.0,1,0.0,778.0,916.0,GasA,3,Y,SBrkr,916,720,0,1636,0.0,0.0,2,1,3,1,2,7,7,1,3,Attchd,1996.0,3,2.0,386.0,3,3,2,168,84,0,0,0,0,0,0,None,0,11,2008,WD ,Normal
1679,160,RM,24.0,1920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,2,2,CBlock,3,3,1,5,471.0,1,0.0,294.0,765.0,GasA,4,Y,SBrkr,765,600,0,1365,1.0,0.0,1,1,2,1,2,6,6,0,0,Detchd,1971.0,1,2.0,440.0,3,3,2,240,36,0,0,0,0,0,0,None,0,8,2007,WD ,Normal
153,30,RL,65.0,7898,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,576.0,576.0,GasA,3,Y,SBrkr,985,0,0,985,0.0,1.0,1,0,2,1,2,4,7,0,0,Detchd,1989.0,1,2.0,676.0,3,3,0,0,0,0,0,0,0,0,0,None,0,4,2010,WD ,Normal
2719,50,RL,72.0,13650,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,57.0,4,441.0,554.0,1052.0,GasA,4,Y,SBrkr,1252,668,0,1920,1.0,0.0,2,0,4,1,3,8,7,1,4,Attchd,1958.0,1,2.0,451.0,3,3,2,0,0,0,0,0,0,0,0,None,0,7,2006,WD ,Normal
580,20,RL,80.0,11717,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1442.0,1442.0,GasA,2,Y,SBrkr,1442,0,0,1442,0.0,0.0,2,0,2,1,2,6,7,1,3,Attchd,1970.0,2,2.0,615.0,3,3,2,371,0,0,0,0,0,0,0,None,0,2,2009,WD ,Normal
1470,20,RL,75.0,13125,Pave,None,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,2,2,PConc,4,3,4,6,994.0,1,0.0,484.0,1478.0,GasA,4,Y,SBrkr,1493,0,0,1493,1.0,0.0,2,0,3,1,3,7,7,1,3,Attchd,1997.0,3,2.0,508.0,3,3,2,140,39,0,0,0,0,0,0,None,0,4,2008,WD ,Normal
703,50,RM,56.0,10134,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,801.0,801.0,GasA,3,N,SBrkr,801,646,0,1447,0.0,0.0,1,0,3,1,2,6,7,0,0,None,0.0,0,0.0,0.0,0,0,0,80,0,244,0,0,0,0,0,None,0,7,2009,WD ,Normal
1212,80,RL,85.0,9350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,3,PConc,3,3,4,5,633.0,1,0.0,586.0,1219.0,GasA,3,Y,SBrkr,1265,0,0,1265,0.0,1.0,2,0,3,1,3,6,7,1,4,Attchd,1965.0,2,2.0,502.0,3,3,2,0,92,0,96,0,0,0,3,None,0,10,2008,WD ,Normal
896,50,RL,50.0,8405,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,2,N,FuseF,1088,441,0,1529,0.0,0.0,2,0,4,1,2,9,4,0,0,Detchd,1945.0,1,1.0,240.0,3,3,0,92,0,185,0,0,0,0,0,None,0,4,2009,WD ,Normal
487,60,RL,60.0,8123,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,2,2,PConc,4,3,1,1,0.0,1,0.0,982.0,982.0,GasA,4,Y,SBrkr,1007,793,0,1800,0.0,0.0,2,1,3,1,2,7,7,1,3,Attchd,2000.0,3,2.0,463.0,3,3,2,100,63,0,0,0,0,0,0,None,0,6,2009,WD ,Normal
559,20,RL,72.0,7791,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1963,1995,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,624.0,1,0.0,288.0,912.0,GasA,4,Y,SBrkr,912,0,0,912,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1963.0,2,1.0,300.0,3,3,2,0,0,0,0,0,0,0,2,None,0,10,2009,WD ,Normal
1141,20,RL,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,2,2,PConc,4,3,1,6,1138.0,1,0.0,270.0,1408.0,GasA,4,Y,SBrkr,1679,0,0,1679,1.0,0.0,2,0,3,1,3,7,7,1,2,Attchd,1994.0,2,2.0,575.0,3,3,2,224,42,0,0,0,0,0,0,None,0,10,2008,WD ,Normal
1119,20,RL,87.0,10037,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,3,1,6,666.0,1,0.0,794.0,1460.0,GasA,4,Y,SBrkr,1460,0,0,1460,0.0,0.0,2,0,3,1,3,6,7,1,4,Attchd,2006.0,3,2.0,480.0,3,3,2,0,20,0,0,0,0,0,0,None,0,8,2008,WD ,Normal
512,60,RL,75.0,9675,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,2,6,341.0,1,0.0,772.0,1113.0,GasA,4,Y,SBrkr,1113,858,0,1971,0.0,0.0,2,1,3,1,3,8,7,1,4,Attchd,2005.0,2,2.0,689.0,3,3,2,0,48,0,0,0,0,0,0,None,0,2,2009,WD ,Normal
633,20,RL,66.0,9240,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,5,708.0,1,0.0,280.0,988.0,GasA,2,Y,SBrkr,988,0,0,988,1.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1959.0,1,1.0,297.0,3,3,2,156,0,0,0,0,0,0,0,None,0,6,2009,WD ,Normal
2522,20,RL,68.0,50271,Pave,None,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,3,2,CBlock,5,3,4,6,1810.0,1,0.0,32.0,1842.0,GasA,3,Y,SBrkr,1842,0,0,1842,2.0,0.0,0,1,0,1,3,5,7,1,4,Attchd,1981.0,3,3.0,894.0,3,3,2,857,72,0,0,0,0,0,0,None,0,11,2006,WD ,Normal
1664,60,RL,73.0,7472,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,2,2,CBlock,3,3,1,5,626.0,1,0.0,99.0,725.0,GasA,3,Y,SBrkr,725,754,0,1479,1.0,0.0,1,1,4,1,3,7,7,0,0,Attchd,1972.0,3,2.0,484.0,3,3,2,0,32,0,0,0,0,0,0,None,0,6,2007,WD ,Normal
1012,20,RL,53.0,15401,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,296.0,4,2,PConc,5,3,4,6,1337.0,1,0.0,547.0,1884.0,GasA,4,Y,SBrkr,1884,0,0,1884,1.0,0.0,2,0,2,1,4,7,7,1,4,Attchd,2004.0,3,3.0,670.0,3,3,2,214,76,0,0,0,0,0,0,None,0,9,2008,WD ,Normal
1931,90,RL,70.0,8078,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,260.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1560.0,1560.0,GasA,2,Y,SBrkr,1560,0,0,1560,0.0,0.0,2,0,4,2,2,8,7,0,0,Detchd,1958.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,0,None,0,12,2007,WD ,Normal
1150,20,RL,72.0,12968,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,3,3,1,5,737.0,1,0.0,175.0,912.0,GasA,2,Y,SBrkr,912,0,0,912,1.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1962.0,1,1.0,352.0,3,3,2,140,0,0,0,176,0,0,0,None,0,9,2008,WD ,Normal
2741,50,RL,75.0,9525,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,2,1,3,444.0,1,0.0,550.0,994.0,GasA,3,Y,SBrkr,1216,639,0,1855,0.0,0.0,2,0,4,1,2,7,7,0,0,Attchd,1954.0,1,1.0,325.0,3,3,2,182,0,0,0,0,0,0,0,None,0,10,2006,WD ,Normal
116,60,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,5,329.0,1,0.0,386.0,715.0,GasA,2,Y,SBrkr,930,715,0,1645,0.0,0.0,1,2,4,1,2,7,7,0,0,Attchd,1971.0,2,2.0,441.0,3,3,2,0,78,0,0,0,0,0,2,None,0,6,2010,WD ,Normal
740,50,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,1,BrkTil,3,3,1,1,0.0,1,0.0,927.0,927.0,GasA,2,Y,SBrkr,1067,472,0,1539,0.0,0.0,1,1,3,1,2,5,7,0,0,Detchd,1995.0,1,2.0,576.0,3,3,2,112,0,0,0,0,0,0,3,None,0,4,2009,WD ,Normal
2700,20,RL,100.0,21370,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,FuseA,1640,0,0,1640,0.0,0.0,1,0,3,1,2,7,6,1,4,Attchd,1950.0,2,2.0,394.0,3,3,2,0,0,225,0,0,0,0,0,Shed,600,6,2006,WD ,Normal
1974,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,3,BrkTil,2,2,1,1,0.0,1,0.0,264.0,264.0,GasA,4,Y,SBrkr,768,664,0,1432,0.0,0.0,2,0,2,1,2,7,7,0,0,Detchd,1910.0,1,2.0,360.0,3,4,2,270,0,112,0,0,0,0,4,None,0,5,2007,WD ,Abnorml
1081,120,RM,43.0,3940,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,3,2,PConc,4,3,1,6,1087.0,1,0.0,306.0,1393.0,GasA,4,Y,SBrkr,1576,0,0,1576,1.0,0.0,2,0,2,1,3,7,7,1,3,Attchd,2004.0,2,3.0,668.0,3,3,2,143,20,0,0,0,0,0,0,None,0,5,2008,WD ,Normal
1810,60,RL,70.0,8462,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,3,3,PConc,4,4,1,6,814.0,1,0.0,114.0,928.0,GasA,4,Y,SBrkr,936,785,0,1721,0.0,1.0,2,1,3,1,3,7,7,0,0,Attchd,1994.0,2,2.0,471.0,3,3,2,300,87,0,0,0,0,0,0,None,0,7,2007,WD ,Normal
830,20,RL,78.0,11645,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,3,2,PConc,5,3,4,6,24.0,1,0.0,1474.0,1498.0,GasA,4,Y,SBrkr,1498,0,0,1498,0.0,0.0,2,0,3,1,3,7,7,1,4,Attchd,2005.0,3,3.0,844.0,3,3,2,144,98,0,0,0,0,0,0,None,0,3,2009,WD ,Normal
119,20,RL,77.0,9320,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,1,5,569.0,1,0.0,381.0,950.0,GasA,1,Y,SBrkr,1225,0,0,1225,1.0,0.0,1,1,3,1,2,6,7,0,0,None,0.0,0,0.0,0.0,0,0,2,352,0,0,0,0,0,0,0,Shed,400,1,2010,WD ,Normal
656,60,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,3,3,1,1,0.0,1,0.0,676.0,676.0,GasA,4,Y,SBrkr,676,676,0,1352,0.0,1.0,2,0,4,1,3,7,7,0,0,Detchd,1939.0,1,2.0,720.0,3,3,2,187,0,128,0,0,0,0,0,None,0,8,2009,WD ,Normal
2669,50,C (all),63.0,4761,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,1,BrkTil,3,2,1,1,0.0,1,0.0,1020.0,1020.0,GasA,1,N,FuseP,1020,0,0,1020,0.0,0.0,1,0,2,1,1,5,7,0,0,None,0.0,0,0.0,0.0,0,0,0,0,0,105,0,0,0,0,0,None,0,10,2006,ConLD,Normal
